epoch,app_jif,app_rss_kb,pg_jif,pg_rss_kb,vk_jif,vk_rss_kb,run_jif,run_rss_kb
1789812184,757900,149216,1229824,6864788,275709,2361028,52890,887152
1789812186,759326,149184,1231695,6899416,275789,2362144,53397,953628
1789812189,760920,149244,1233631,7067212,275861,2362940,53818,927848
1789812191,762333,149224,1235218,6771428,275934,2363872,54245,954228
1789812193,763941,214684,1237806,7501448,276018,2364700,54742,954556
1789812196,765408,215036,1239371,6974048,276094,2365676,55174,955964
1789812198,766580,214992,1241186,7418172,276158,2366456,55567,929356
1789812201,768288,159292,1243385,7893284,276243,2367280,56074,929304
1789812203,769793,215036,1245456,7799844,276321,2368004,56502,956452
1789812205,771324,149532,1247201,7973000,276402,2368904,56963,955432
1789812208,772768,159768,1248387,6891884,276478,2369896,57436,958136
1789812210,773800,149512,1250359,7366260,276532,2370740,57789,952368
1789812213,775465,215028,1252350,7356284,276614,2371480,58222,929408
1789812215,776959,149480,1254335,7143356,276695,2372296,58649,954476
1789812218,778445,149528,1256149,7618472,276772,2373104,59133,956180
1789812220,779978,214988,1258449,7678464,276859,2374136,59589,957268
1789812222,781491,214944,1259969,7870040,276942,2375164,60114,929608
1789812225,783082,214956,1262329,7611580,277016,2375896,60542,929616
1789812227,784470,214988,1263861,7204136,277087,2376792,60933,929648
1789812230,785965,214972,1266008,7991228,277166,2377648,61424,954944
1789812232,787495,164780,1268243,7327348,277246,2378524,61868,955008
1789812235,789005,149480,1270002,7410008,277330,2379440,62335,934528
1789812237,790559,214944,1272257,7388492,277411,2380228,62822,936188
1789812239,792077,214952,1274061,7330388,277492,2381232,63267,962300
1789812242,793572,149484,1276258,7380928,277572,2382116,63705,961088
1789812244,795104,176200,1278521,7624412,277653,2382948,64197,964456
1789812246,796596,215020,1280263,7363864,277734,2383848,64645,936224
1789812249,797891,149512,1282198,7959976,277808,2384892,65137,936128
1789812251,799612,214948,1283996,7647392,277887,2385744,65574,963864
1789812254,801172,214948,1286077,7741248,277968,2386456,66019,964760
1789812256,802729,215208,1288406,7609320,278054,2387308,66542,963796
1789812259,804260,203412,1290263,7879964,278132,2388268,67002,965284
1789812261,805886,149796,1292458,7505384,278229,2409004,67439,936980
1789812264,807407,215296,1294426,7919176,278336,2438872,67957,948564
1789812266,808933,215248,1296020,7298312,278440,2460548,68448,969056
1789812268,810448,215260,1297730,6996792,278545,2478020,68907,973416
1789812271,811667,149832,1299662,7694952,278626,2488636,69300,973972
1789812273,813277,215216,1301269,7226860,278734,2499748,69814,986112
1789812276,814805,149792,1303327,6806788,278840,2507152,70261,987152
1789812278,816382,215256,1305683,7454984,278946,2513472,70706,1015908
1789812280,817911,215244,1307794,7536788,279049,2517976,71152,1014460
1789812283,819414,215288,1309594,7258616,279182,2521760,122,30860
1789812285,820969,215236,1312376,7761852,279324,2491584,256,30924
1789812288,822488,171732,1314004,7818512,279456,2493328,402,30928
1789812290,824049,215216,1316314,8053932,279595,2494768,550,30832
1789812293,825632,215252,1318179,7929428,279727,2495972,695,30936
1789812295,827246,215244,1320409,7285420,279866,2496728,838,30816
1789812297,828741,215248,1322656,7534336,279990,2497744,74479,996244
1789812300,830234,149784,1324355,7550928,280075,2498304,74910,996212
1789812302,831739,215304,1326293,7432228,280159,2498896,75367,1022876
1789812305,833309,210436,1328344,7177664,280249,2499632,75815,1024604
1789812307,834799,149788,1330224,7133612,280457,2503388,76326,1000096
1789812309,836368,176532,1332253,7117108,280731,2471024,76785,996172
1789812312,837967,215216,1334348,7260132,280997,2471404,77237,996532
1789812314,839569,215292,1336852,7885048,280895,2468252,154,35548
1789812317,841079,149832,1338654,8149292,281017,2468156,313,41884
1789812319,842607,215212,1340195,7075164,281139,2468248,470,49316
1789812321,844130,149716,1342331,7094072,281263,2468464,628,53508
1789812324,845676,149832,1343821,6817696,281385,2468660,779,57804
1789812326,847221,215212,1346214,7447764,281510,2467944,931,68124
1789812329,848750,215260,1348191,8004900,281602,2468148,80482,1017156
1789812331,850239,149820,1350171,7054828,281680,2468472,80966,1007820
1789812333,851743,149736,1352065,7118632,281757,2468808,81391,990564
1789812336,853242,215256,1353607,6644244,281837,2468984,81842,1018448
1789812338,854749,149784,1355686,7317260,281933,2469460,100,30760
1789812340,856251,215200,1357799,6913088,282051,2469688,264,30732
1789812343,857806,215292,1359483,6887360,282176,2470092,416,30708
1789812345,859313,215296,1361320,6716408,282298,2470344,569,30720
1789812348,860832,208352,1363747,7365028,282421,2470656,719,30800
1789812350,862381,215296,1366076,8039792,282547,2470868,877,30644
1789812353,863978,215260,1368242,7376440,282646,2471200,85111,1021160
1789812355,865480,215256,1370335,7941772,282725,2471632,85611,1085684
1789812357,867006,215252,1372033,7191944,282806,2471952,86052,1052408
1789812360,868528,215208,1374135,7213988,282887,2472568,86507,1079860
1789812362,870030,215208,1376422,7806672,282964,2473032,86945,1080504
1789812365,871523,215256,1377739,6947296,283044,2473584,87406,1082012
1789812367,873053,215236,1379838,7257688,283124,2474132,87898,1045912
1789812369,874528,215304,1381116,6423292,283200,2474672,88330,1045988
1789812372,876070,149720,1383389,6723612,283436,2478204,88786,1072524
1789812374,877588,215264,1385663,7428872,283705,2478860,89237,1071328
1789812376,879338,149776,1387474,7233680,284009,2483624,89863,1072212
1789812379,880940,215240,1389909,7729764,284333,2484208,90310,1046532
1789812381,882464,215292,1391454,6706900,284652,2484700,90750,1046512
1789812384,883993,215208,1393767,7200436,284713,2481384,91200,1073892
1789812386,885556,149736,1396055,7466692,284974,2481768,91668,1074068
1789812388,887132,149736,1397930,7850492,285236,2482188,92192,1073040
1789812391,888695,215260,1399626,7007060,285501,2482872,92645,1046804
1789812393,890336,215184,1402054,7150272,285761,2483368,93162,1046812
1789812396,891963,215292,1404333,7445472,285269,2480996,93624,1072192
1789812398,893445,176492,1406582,7719140,285348,2481532,94108,1073688
1789812400,894949,215248,1408610,7836016,285437,2482108,94610,1074540
1789812403,896558,215212,1410509,7582288,285511,2482600,95046,1046752
1789812405,898114,206812,1412459,7057272,285596,2483140,95496,1046784
1789812408,899632,215256,1414069,6887204,285677,2483764,95945,1075032
1789812410,901177,215260,1416781,7830404,285758,2484256,96451,1074980
1789812413,902685,215244,1418521,7272164,285836,2484720,96899,1074208
1789812415,904165,149788,1420702,7467952,285915,2485296,97333,1046752
