epoch,app_jif,app_rss_kb,pg_jif,pg_rss_kb,vk_jif,vk_rss_kb,run_jif,run_rss_kb
1789794337,694086,189104,522391,4593876,45929,470548,147475,2066208
1789794339,695450,203656,523291,4593768,45997,471088,147872,2065352
1789794341,696820,203916,524303,5048752,46061,471628,148351,2039964
1789794344,698160,159028,525115,4594328,46124,472116,148705,2065900
1789794346,699516,138768,526068,4594356,46191,472628,149179,2066036
1789794348,700827,138756,526925,4594260,46253,473104,149636,2039964
1789794351,702207,184156,527830,4594388,46322,473648,150058,2083364
1789794353,703526,204176,528706,4594712,46384,474144,150522,2082156
1789794355,704838,204172,529548,4594652,46446,474524,150892,2057616
1789794358,706171,204228,530417,4594608,46509,475020,151346,2056068
1789794360,707509,201056,531292,4594664,46576,485572,151730,2082340
1789794362,708855,204184,532149,4791556,46637,476180,152194,2081572
1789794365,710207,204180,533029,4594576,46700,476688,152592,2058408
1789794367,711544,176248,533901,4594584,46768,477116,153096,2084440
1789794369,712914,204496,534776,4594640,46829,477672,153457,2085272
1789794372,714238,138948,535634,4594460,46893,478256,153938,2058344
1789794374,715593,204744,536536,4594948,46956,478740,154283,2058400
1789794376,716934,204788,537420,4594772,47021,479244,154752,2086900
1789794379,718250,204680,538279,4594804,47083,479660,155139,2085984
1789794381,719584,205044,539141,4594952,47148,480176,155616,2059108
1789794383,720949,204976,540029,4724572,47212,480724,155999,2084784
1789794386,722302,205020,540946,4594724,47279,481244,156479,2085344
1789794388,723631,204968,541807,4594940,47343,481724,156934,2059172
1789794390,724970,204964,542664,4594944,47407,482252,157308,2261004
1789794393,726298,205056,543555,4594932,47475,482860,157822,2286592
1789794395,727674,205056,544446,4595076,47539,483280,158196,2286940
1789794397,728975,159328,545268,4594888,47601,483868,158647,2261196
1789794400,730315,205052,546148,4617460,47665,484284,159024,2287984
1789794402,731672,205052,547049,4698028,47730,484900,159489,2293368
1789794404,732969,204964,547920,4595112,47792,485444,159862,2292612
1789794407,734350,139544,548890,4595140,47856,485960,160375,2267284
1789794409,735754,205020,549840,4595100,47925,486496,160761,2293096
1789794411,737093,205008,550716,4595068,47990,486988,161236,2294076
1789794414,738407,139588,551551,4595164,48051,487440,161602,2268380
