s,ts_utc,begins,completed,success,unexpected,drops,in_ckpt_local,bin_present
1790148460,2026-09-23T07:27:40+00:00,1999,1979,1937,0,0,False,True
1790148461,2026-09-23T07:27:41+00:00,2000,2012,1979,0,0,False,True
1790148462,2026-09-23T07:27:42+00:00,2001,1999,1960,0,0,False,True
1790148463,2026-09-23T07:27:43+00:00,1999,2006,1978,0,0,False,True
1790148464,2026-09-23T07:27:44+00:00,2001,1990,1952,0,0,False,True
1790148465,2026-09-23T07:27:45+00:00,2000,2010,1974,0,0,False,True
1790148466,2026-09-23T07:27:46+00:00,2000,2004,1969,0,0,False,True
1790148467,2026-09-23T07:27:47+00:00,2000,1997,1963,0,0,False,True
1790148468,2026-09-23T07:27:48+00:00,1999,1996,1958,0,0,False,True
1790148469,2026-09-23T07:27:49+00:00,2001,2000,1970,0,0,False,True
1790148470,2026-09-23T07:27:50+00:00,2000,2006,1975,0,0,False,True
1790148471,2026-09-23T07:27:51+00:00,1999,1996,1957,0,0,False,True
1790148472,2026-09-23T07:27:52+00:00,2001,2001,1964,0,0,False,True
1790148473,2026-09-23T07:27:53+00:00,2000,1992,1958,0,0,False,True
1790148474,2026-09-23T07:27:54+00:00,2000,2009,1974,0,0,False,True
1790148475,2026-09-23T07:27:55+00:00,1999,2000,1959,0,0,True,True
1790148476,2026-09-23T07:27:56+00:00,2001,2002,1964,0,0,True,True
1790148477,2026-09-23T07:27:57+00:00,2000,1923,1890,0,0,True,True
1790148478,2026-09-23T07:27:58+00:00,2000,2078,2032,0,0,True,True
1790148479,2026-09-23T07:27:59+00:00,1999,1998,1963,0,0,True,True
1790148480,2026-09-23T07:28:00+00:00,2001,1999,1963,0,0,True,True
1790148481,2026-09-23T07:28:01+00:00,2000,1984,1959,0,0,True,True
1790148482,2026-09-23T07:28:02+00:00,2000,2016,1981,0,0,True,True
1790148483,2026-09-23T07:28:03+00:00,2000,2005,1968,0,0,True,True
1790148484,2026-09-23T07:28:04+00:00,2000,1995,1955,0,0,True,True
1790148485,2026-09-23T07:28:05+00:00,2000,2003,1971,0,0,True,True
1790148486,2026-09-23T07:28:06+00:00,2000,1995,1956,0,0,True,True
1790148487,2026-09-23T07:28:07+00:00,1999,1998,1961,0,0,True,True
1790148488,2026-09-23T07:28:08+00:00,2001,2001,1964,0,0,True,True
1790148489,2026-09-23T07:28:09+00:00,1999,1851,1801,0,0,True,True
1790148490,2026-09-23T07:28:10+00:00,2000,2153,2104,0,0,True,True
1790148491,2026-09-23T07:28:11+00:00,2000,2003,1973,0,0,True,True
1790148492,2026-09-23T07:28:12+00:00,2001,1999,1967,0,0,True,True
1790148493,2026-09-23T07:28:13+00:00,2000,1979,1939,0,0,True,True
1790148494,2026-09-23T07:28:14+00:00,2000,2018,1983,0,0,True,True
1790148495,2026-09-23T07:28:15+00:00,2000,1996,1962,0,0,True,True
1790148496,2026-09-23T07:28:16+00:00,2000,2006,1961,0,0,True,True
1790148497,2026-09-23T07:28:17+00:00,2000,1994,1948,0,0,True,True
1790148498,2026-09-23T07:28:18+00:00,2000,2005,1963,0,0,True,True
1790148499,2026-09-23T07:28:19+00:00,2000,2005,1961,0,0,True,True
1790148500,2026-09-23T07:28:20+00:00,2000,1997,1955,0,0,True,True
1790148501,2026-09-23T07:28:21+00:00,2000,2000,1960,0,0,True,True
1790148502,2026-09-23T07:28:22+00:00,1999,1997,1945,0,0,True,True
1790148503,2026-09-23T07:28:23+00:00,2000,1991,1950,0,0,True,True
1790148504,2026-09-23T07:28:24+00:00,2001,2013,1976,0,0,True,True
1790148505,2026-09-23T07:28:25+00:00,2000,1994,1945,0,0,True,True
1790148506,2026-09-23T07:28:26+00:00,1999,2006,1963,0,0,True,True
1790148507,2026-09-23T07:28:27+00:00,2001,2003,1961,0,0,True,True
1790148508,2026-09-23T07:28:28+00:00,2000,1998,1952,0,0,True,True
1790148509,2026-09-23T07:28:29+00:00,2000,1994,1952,0,0,True,True
1790148510,2026-09-23T07:28:30+00:00,2000,1999,1948,0,0,True,True
1790148511,2026-09-23T07:28:31+00:00,1999,2000,1962,0,0,True,True
1790148512,2026-09-23T07:28:32+00:00,2001,2005,1955,0,0,True,True
1790148513,2026-09-23T07:28:33+00:00,1999,1999,1951,0,0,True,True
1790148514,2026-09-23T07:28:34+00:00,2001,2001,1954,0,0,True,True
1790148515,2026-09-23T07:28:35+00:00,1999,2001,1952,0,0,True,True
1790148516,2026-09-23T07:28:36+00:00,2001,2000,1961,0,0,True,True
1790148517,2026-09-23T07:28:37+00:00,2000,1997,1953,0,0,True,True
1790148518,2026-09-23T07:28:38+00:00,2000,2005,1956,0,0,True,True
1790148519,2026-09-23T07:28:39+00:00,2000,1993,1947,0,0,True,True
1790148520,2026-09-23T07:28:40+00:00,2000,2001,1966,0,0,True,True
1790148521,2026-09-23T07:28:41+00:00,1999,2004,1954,0,0,True,True
1790148522,2026-09-23T07:28:42+00:00,2001,1997,1960,0,0,True,True
1790148523,2026-09-23T07:28:43+00:00,2000,1999,1947,0,0,True,True
1790148524,2026-09-23T07:28:44+00:00,2000,2001,1956,0,0,True,True
1790148525,2026-09-23T07:28:45+00:00,2000,1999,1946,0,0,True,True
1790148526,2026-09-23T07:28:46+00:00,2000,1998,1946,0,0,True,True
1790148527,2026-09-23T07:28:47+00:00,1999,2001,1953,0,0,True,True
1790148528,2026-09-23T07:28:48+00:00,2001,1996,1940,0,0,True,True
1790148529,2026-09-23T07:28:49+00:00,1999,2001,1952,0,0,True,True
1790148530,2026-09-23T07:28:50+00:00,2000,2004,1954,0,0,True,True
1790148531,2026-09-23T07:28:51+00:00,2001,1999,1946,0,0,True,True
1790148532,2026-09-23T07:28:52+00:00,2000,2003,1954,0,0,True,True
1790148533,2026-09-23T07:28:53+00:00,2000,1996,1940,0,0,True,True
1790148534,2026-09-23T07:28:54+00:00,2000,1998,1945,0,0,True,True
1790148535,2026-09-23T07:28:55+00:00,2000,1991,1944,0,0,True,True
1790148536,2026-09-23T07:28:56+00:00,2000,1991,1936,0,0,True,True
1790148537,2026-09-23T07:28:57+00:00,2000,2018,1964,0,0,True,True
1790148538,2026-09-23T07:28:58+00:00,2000,1999,1950,0,0,True,True
1790148539,2026-09-23T07:28:59+00:00,2000,2008,1952,0,0,True,True
1790148540,2026-09-23T07:29:00+00:00,2000,1999,1949,0,0,True,True
1790148541,2026-09-23T07:29:01+00:00,2000,1997,1943,0,0,True,True
1790148542,2026-09-23T07:29:02+00:00,2000,1997,1944,0,0,True,True
1790148543,2026-09-23T07:29:03+00:00,2000,1993,1939,0,0,True,True
1790148544,2026-09-23T07:29:04+00:00,2000,1988,1932,0,0,True,True
1790148545,2026-09-23T07:29:05+00:00,2000,2024,1967,0,0,True,True
1790148546,2026-09-23T07:29:06+00:00,1999,1991,1934,0,0,True,True
1790148547,2026-09-23T07:29:07+00:00,2001,2006,1952,0,0,True,True
1790148548,2026-09-23T07:29:08+00:00,2000,1995,1935,0,0,True,True
1790148549,2026-09-23T07:29:09+00:00,2000,2010,1953,0,0,True,True
1790148550,2026-09-23T07:29:10+00:00,1999,1994,1937,0,0,True,True
1790148551,2026-09-23T07:29:11+00:00,2001,2004,1945,0,0,True,True
1790148552,2026-09-23T07:29:12+00:00,2000,1960,1892,0,0,True,True
1790148553,2026-09-23T07:29:13+00:00,2000,2040,1970,0,0,True,True
1790148554,2026-09-23T07:29:14+00:00,2000,1998,1951,0,0,True,True
1790148555,2026-09-23T07:29:15+00:00,2000,2001,1957,0,0,True,True
1790148556,2026-09-23T07:29:16+00:00,2000,1989,1940,0,0,True,True
1790148557,2026-09-23T07:29:17+00:00,2000,2009,1958,0,0,True,True
1790148558,2026-09-23T07:29:18+00:00,1999,1998,1949,0,0,True,True
1790148559,2026-09-23T07:29:19+00:00,2001,2005,1948,0,0,True,True
1790148560,2026-09-23T07:29:20+00:00,2000,2004,1952,0,0,True,True
1790148561,2026-09-23T07:29:21+00:00,2000,1993,1937,0,0,True,True
1790148562,2026-09-23T07:29:22+00:00,1997,1996,1949,0,0,True,True
1790148563,2026-09-23T07:29:23+00:00,2003,1993,1935,0,0,True,True
1790148564,2026-09-23T07:29:24+00:00,2000,2011,1947,0,0,True,True
1790148565,2026-09-23T07:29:25+00:00,2000,1978,1911,0,0,True,True
1790148566,2026-09-23T07:29:26+00:00,2000,2026,1964,0,0,True,True
1790148567,2026-09-23T07:29:27+00:00,2000,1991,1933,0,0,True,True
1790148568,2026-09-23T07:29:28+00:00,1999,2008,1951,0,0,True,True
1790148569,2026-09-23T07:29:29+00:00,2001,1997,1944,0,0,True,True
1790148570,2026-09-23T07:29:30+00:00,2000,1998,1942,0,0,True,True
1790148571,2026-09-23T07:29:31+00:00,2000,2006,1938,0,0,True,True
1790148572,2026-09-23T07:29:32+00:00,2000,1999,1939,0,0,True,True
1790148573,2026-09-23T07:29:33+00:00,1999,1996,1936,0,0,True,True
1790148574,2026-09-23T07:29:34+00:00,2001,2003,1945,0,0,True,True
1790148575,2026-09-23T07:29:35+00:00,2000,2000,1931,0,0,True,True
1790148576,2026-09-23T07:29:36+00:00,2000,2003,1932,0,0,True,True
1790148577,2026-09-23T07:29:37+00:00,1999,2000,1939,0,0,True,True
1790148578,2026-09-23T07:29:38+00:00,2001,1983,1936,0,0,True,True
1790148579,2026-09-23T07:29:39+00:00,2000,2015,1938,0,0,True,True
1790148580,2026-09-23T07:29:40+00:00,2000,1998,1929,0,0,True,True
1790148581,2026-09-23T07:29:41+00:00,2000,2000,1934,0,0,True,True
1790148582,2026-09-23T07:29:42+00:00,2000,2001,1932,0,0,True,True
1790148583,2026-09-23T07:29:43+00:00,2000,2002,1928,0,0,True,True
1790148584,2026-09-23T07:29:44+00:00,2000,1995,1933,0,0,True,True
1790148585,2026-09-23T07:29:45+00:00,2000,2002,1942,0,0,True,True
1790148586,2026-09-23T07:29:46+00:00,1999,1984,1914,0,0,True,True
1790148587,2026-09-23T07:29:47+00:00,2001,2021,1959,0,0,True,True
1790148588,2026-09-23T07:29:48+00:00,2000,1990,1922,0,0,False,True
1790148589,2026-09-23T07:29:49+00:00,2000,2007,1938,0,0,False,True
1790148590,2026-09-23T07:29:50+00:00,2000,1989,1919,0,0,False,True
1790148591,2026-09-23T07:29:51+00:00,2000,2008,1939,0,0,False,True
1790148592,2026-09-23T07:29:52+00:00,1466,1482,1423,0,0,False,True
